id,email,role,q1,q2,q3,q4,q5,q6,comments
6614effdfc13ae3872ab8b47,dcornils8t@constantcontact.com,software_developper,4,4,3,5,5,3,Concerns about the team's ability to innovate in project solutions.
6614effdfc13ae3872ab8b48,kmatignonp2@nbcnews.com,software_developper,3,5,1,5,2,4,Feeling overwhelmed by the project's demands and expectations.
6614effdfc13ae3872ab8b49,tofield74@taobao.com,software_developper,2,1,2,5,5,1,Concerns about the team's resistance to change.
6614effdfc13ae3872ab8b4a,erawcliffekj@walmart.com,consultant,4,1,5,1,2,4,Seeking advice on managing project constraints and limitations effectively.
6614effdfc13ae3872ab8b4b,kriolfo9i@sbwire.com,consultant,1,3,4,3,5,4,Experiencing difficulties in managing project risks and uncertainties.
6614effdfc13ae3872ab8b4c,bmanharebk@alexa.com,consultant,5,2,1,5,2,5,Need clarification on the project requirements.
6614effdfc13ae3872ab8b4d,icardusm1@myspace.com,consultant,5,2,1,2,4,3,Need assistance in managing project expectations and deliverables.
6614effdfc13ae3872ab8b4e,jartermc@google.com.br,software_developper,2,3,4,4,1,4,Need clarification on the project requirements.
6614effdfc13ae3872ab8b4f,rmurrellspx@mit.edu,software_developper,3,2,3,1,5,3,Need support in managing project risks proactively.
6614effdfc13ae3872ab8b50,xgoodfellowe54@msu.edu,software_developper,5,5,5,1,3,3,Need assistance in managing project dependencies and critical paths.
6614effdfc13ae3872ab8b51,bmonnoyermw@dagondesign.com,tribe_master,5,5,4,2,3,5,Struggling with maintaining project transparency and accountability.
6614effdfc13ae3872ab8b52,tburehillb5@unesco.org,tribe_master,1,2,2,2,5,1,Feeling stressed due to conflicting priorities from different projects.
6614effdfc13ae3872ab8b53,nprime1k@livejournal.com,software_developper,5,3,1,5,4,4,Facing conflicts within the team.
6614effdfc13ae3872ab8b54,vcowthart36@techcrunch.com,software_developper,1,1,5,4,4,1,Concerns about the team's communication gaps.
6614effdfc13ae3872ab8b55,ksimakovb9@sbwire.com,tribe_master,1,3,1,5,1,5,Feeling frustrated with the project's lack of progress and direction.
6614effdfc13ae3872ab8b56,vcowthart36@techcrunch.com,software_developper,3,2,2,3,3,3,Concerns about the team's cohesion and morale.
6614effdfc13ae3872ab8b57,fhemphillod@stanford.edu,software_developper,5,1,5,3,1,4,Need assistance in managing project expectations and deliverables.
6614effdfc13ae3872ab8b58,gbrobak95@example.com,software_developper,2,1,1,1,5,3,Concerns about the project's alignment with organizational priorities.
6614effdfc13ae3872ab8b59,sfarmern2@mashable.com,intern,3,5,1,1,1,4,Seeking advice on managing project expectations and scope.
6614effdfc13ae3872ab8b5a,emerrell7q@nbcnews.com,software_developper,1,4,4,5,1,2,Concerns about the team's ability to meet project milestones.
6614effdfc13ae3872ab8b5b,nfedorchenkoqs@chron.com,intern,2,4,4,5,1,2,Feeling unsupported in addressing team challenges.
6614effdfc13ae3872ab8b5c,ytolhurstf8@tumblr.com,consultant,2,2,5,3,2,5,Experiencing difficulties in managing project dependencies and interdependencies.
6614effdfc13ae3872ab8b5d,froylbu@dell.com,consultant,1,2,1,2,4,1,Experiencing difficulties in managing project dependencies and interdependencies.
6614effdfc13ae3872ab8b5e,bnicollsnf@tmall.com,consultant,1,4,4,4,2,2,Concerns about the impact of external factors on project timelines.
6614effdfc13ae3872ab8b5f,dmacaleeserm@cyberchimps.com,intern,1,4,1,3,2,2,Seeking advice on improving team collaboration in virtual environments.
6614effdfc13ae3872ab8b60,hhallases@usnews.com,tribe_master,5,4,1,3,3,3,Seeking opportunities for professional growth and development.
6614effdfc13ae3872ab8b61,ckennlerd4@moonfruit.com,software_developper,2,4,2,3,4,4,Concerns about the team's lack of alignment with project milestones.
6614effdfc13ae3872ab8b62,dwesterno8@google.ca,software_developper,5,5,5,5,1,2,Feeling overwhelmed by the project's workload and demands.
6614effdfc13ae3872ab8b63,tbrabonfi@instagram.com,consultant,2,5,2,4,3,5,Need support in managing project risks proactively.
6614effdfc13ae3872ab8b64,mcasacciag8@google.co.jp,tribe_master,5,2,4,5,2,5,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8b65,sclaxsonhw@bravesites.com,software_developper,4,3,5,4,5,2,Need support in managing project dependencies effectively.
6614effdfc13ae3872ab8b66,emerrell7q@nbcnews.com,software_developper,4,1,3,1,1,4,Need assistance in managing project scope changes and creep effectively.
6614effdfc13ae3872ab8b67,sbirchillr4@hc360.com,consultant,5,5,1,4,3,1,Concerns about the team's alignment with project objectives.
6614effdfc13ae3872ab8b68,lguerria9@friendfeed.com,consultant,5,3,4,1,2,4,Struggling with maintaining project stakeholder relationships.
6614effdfc13ae3872ab8b69,lcregeenqu@cargocollective.com,consultant,5,3,1,5,4,3,Feeling unsupported in addressing project conflicts and disagreements.
6614effdfc13ae3872ab8b6a,kmeadowsb@flavors.me,software_developper,5,4,3,5,5,5,Feeling unsupported in addressing team challenges.
6614effdfc13ae3872ab8b6b,cboramo5@multiply.com,software_developper,4,3,1,4,1,3,Struggling with conflicting project objectives.
6614effdfc13ae3872ab8b6c,rdowgp@aol.com,software_developper,3,3,4,5,3,2,Feeling unsupported in addressing team members' concerns.
6614effdfc13ae3872ab8b6d,grawlingf0@reverbnation.com,consultant,3,2,5,5,3,5,Struggling with unrealistic project timelines.
6614effdfc13ae3872ab8b6e,kdolbykt@bloomberg.com,consultant,5,1,3,2,5,3,Experiencing difficulties in managing project dependencies and interdependencies.
6614effdfc13ae3872ab8b6f,lmcilveenfm@google.es,consultant,4,5,2,5,4,4,Need assistance in managing project expectations and deliverables.
6614effdfc13ae3872ab8b70,dphippine2@symantec.com,tribe_master,4,1,3,3,2,4,Concerns about the team's cohesion and morale.
6614effdfc13ae3872ab8b71,mwillcotta2@miitbeian.gov.cn,software_developper,1,5,4,5,4,3,Need assistance in managing project expectations and deliverables.
6614effdfc13ae3872ab8b72,adesportejf@cisco.com,consultant,3,4,3,1,3,1,Seeking advice on managing project priorities and trade-offs effectively.
6614effdfc13ae3872ab8b73,theimesba@vistaprint.com,intern,3,5,5,2,3,1,Seeking advice on improving team decision-making processes.
6614effdfc13ae3872ab8b74,cmccromleya6@deliciousdays.com,tribe_master,1,3,4,2,3,1,Concerns about the team's ability to deliver on project promises.
6614effdfc13ae3872ab8b75,sroddafa@weibo.com,software_developper,5,5,4,5,5,5,Experiencing challenges in managing project schedules effectively.
6614effdfc13ae3872ab8b76,gbettaney7k@wunderground.com,tribe_master,1,1,3,2,2,5,Concerns about the project's direction.
6614effdfc13ae3872ab8b77,rmarrow97@cyberchimps.com,consultant,2,4,5,2,1,1,Interested in upskilling opportunities.
6614effdfc13ae3872ab8b78,eyockleylr@printfriendly.com,software_developper,2,2,2,2,4,5,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8b79,wlosseljong2j@chronoengine.com,software_developper,1,3,3,1,2,2,Feeling overwhelmed by the project's demands and expectations.
6614effdfc13ae3872ab8b7a,tpetriellobx@mtv.com,intern,1,2,4,5,2,5,Feeling frustrated with the project's lack of progress and direction.
6614effdfc13ae3872ab8b7b,dpickaverf2@parallels.com,software_developper,5,4,4,4,2,3,Seeking advice on improving team decision-making processes.
6614effdfc13ae3872ab8b7c,fbrettoner9d@google.co.uk,consultant,3,5,5,3,1,1,Seeking guidance on managing project constraints.
6614effdfc13ae3872ab8b7d,mchapling2f@cam.ac.uk,tribe_master,3,3,5,3,1,1,Experiencing challenges in managing project resources and allocations.
6614effdfc13ae3872ab8b7e,cbrooksbankcm@mapquest.com,software_developper,3,3,4,5,3,3,Struggling with feedback from project stakeholders.
6614effdfc13ae3872ab8b7f,gderkesdb@mapquest.com,software_developper,4,4,5,3,2,1,Feeling isolated from the team due to remote work arrangements.
6614effdfc13ae3872ab8b80,rmoxstead4b@ucoz.com,consultant,2,1,4,2,3,3,Need assistance in managing project dependencies and critical paths.
6614effdfc13ae3872ab8b81,opaurpt@jugem.jp,consultant,3,3,4,5,2,4,Seeking advice on managing project expectations and scope.
6614effdfc13ae3872ab8b82,noldroydepm@columbia.edu,tribe_master,1,5,4,1,4,1,Concerns about the team's ability to deliver project outcomes.
6614effdfc13ae3872ab8b83,emerrell7q@nbcnews.com,software_developper,4,2,2,4,2,2,Facing difficulties in adapting to new technologies.
6614effdfc13ae3872ab8b84,lstanistrete9a@cdbaby.com,software_developper,4,5,2,2,1,4,Need assistance in managing stakeholder expectations.
6614effdfc13ae3872ab8b85,aaldersleyqx@goo.gl,intern,4,5,3,3,3,5,Seeking opportunities for professional growth and development.
6614effdfc13ae3872ab8b86,lwankelay@comsenz.com,intern,4,2,5,4,3,2,Need assistance in handling difficult clients.
6614effdfc13ae3872ab8b87,abetteney7x@guardian.co.uk,software_developper,2,3,4,4,4,2,Seeking advice on managing project scope changes.
6614effdfc13ae3872ab8b88,cdictus9w@ovh.net,consultant,1,5,4,3,2,4,I need to have a personal session regarding my feedback.
6614effdfc13ae3872ab8b89,eoconcannong7@rakuten.co.jp,consultant,1,2,1,3,5,4,Seeking guidance on managing project complexities and challenges.
6614effdfc13ae3872ab8b8a,crottgersfd@netlog.com,software_developper,3,4,5,3,5,5,Feeling disconnected from the team's goals and objectives.
6614effdfc13ae3872ab8b8b,bgounodpj@psu.edu,tribe_master,3,1,5,3,1,2,Feeling overwhelmed by the number of project deliverables.
6614effdfc13ae3872ab8b8c,steaserdh@newsvine.com,software_developper,4,2,2,1,5,1,Feeling unsupported in addressing project issues effectively.
6614effdfc13ae3872ab8b8d,tmckinstrynt@mtv.com,software_developper,3,3,1,5,5,3,Concerns about the project's alignment with strategic objectives.
6614effdfc13ae3872ab8b8e,ekunkelq1@disqus.com,consultant,4,1,5,2,4,1,Need assistance in managing project dependencies and critical paths.
6614effdfc13ae3872ab8b8f,hbridelk3@cisco.com,software_developper,4,4,2,5,5,5,Struggling with remote collaboration tools.
6614effdfc13ae3872ab8b90,hpiatkowski3v@mediafire.com,consultant,3,3,5,3,2,3,Feeling overwhelmed by the project's scope and scale.
6614effdfc13ae3872ab8b91,kraftermo@bluehost.com,consultant,2,3,2,2,4,4,Suggestions for improving project documentation.
6614effdfc13ae3872ab8b92,tchuterol@imageshack.us,software_developper,1,5,1,5,3,4,Feeling stressed due to lack of project clarity and direction.
6614effdfc13ae3872ab8b93,cbrooksbankcm@mapquest.com,software_developper,5,5,2,5,5,3,Feeling frustrated with the lack of project planning and coordination.
6614effdfc13ae3872ab8b94,tlidelld2@php.net,consultant,1,1,5,4,2,4,Feeling stressed due to lack of support from project sponsors.
6614effdfc13ae3872ab8b95,fpiburn4e@scribd.com,consultant,2,4,5,4,1,2,Experiencing difficulties in managing project resources.
