_id,id,UID,email,PID,activity,comments,start_period,end_period,mon,tue,wed,thur,fri,sat,sun,visible,flag
6613d8b0a0d874774390cdc3,6613cb9dfc13ae1a78aba2f3,6016174,rmcgrieleny@seattletimes.com,53,bau,Facing technical difficulties,2024-01-14,2024-01-21,7,8,3,11,9,4,9,True,True
6613d8b0a0d874774390cdc4,6613cb9dfc13ae1a78aba2f4,1250793,dwindibankov@amazonaws.com,79,sales_activity,Task progress impacted by scope creep,2023-12-14,2023-12-21,8,1,2,5,4,7,3,True,False
6613d8b0a0d874774390cdc5,6613cb9dfc13ae1a78aba2f5,9971997,rwarriner9p@gov.uk,49,client_project,Need additional training on certain tools,2023-06-01,2023-06-08,2,1,7,2,11,2,7,False,True
6613d8b0a0d874774390cdc6,6613cb9dfc13ae1a78aba2f6,8353637,kbinfieldme@phoca.cz,84,bau,Feeling motivated to exceed expectations,2023-12-12,2023-12-19,4,8,11,8,3,11,12,True,True
6613d8b0a0d874774390cdc7,6613cb9dfc13ae1a78aba2f7,3079343,jroj6d@mac.com,87,sales_activity,Feeling grateful for team collaboration,2023-08-13,2023-08-20,6,2,8,5,6,5,7,True,True
6613d8b0a0d874774390cdc8,6613cb9dfc13ae1a78aba2f8,2169221,crottgersfd@netlog.com,30,client_project,Feeling confident in project team's capabilities,2023-04-20,2023-04-27,6,2,12,6,2,8,5,False,False
6613d8b0a0d874774390cdc9,6613cb9dfc13ae1a78aba2f9,3238103,epapacciolh@edublogs.org,69,bau,Feeling overwhelmed by project complexity,2023-06-07,2023-06-14,5,6,6,6,3,12,2,False,True
6613d8b0a0d874774390cdca,6613cb9dfc13ae1a78aba2fa,9402512,neykelboschcr@pcworld.com,57,sales_activity,Can't able to do within the time period,2023-05-15,2023-05-22,3,3,9,8,9,8,8,False,False
6613d8b0a0d874774390cdcb,6613cb9dfc13ae1a78aba2fb,131852,wbristonjr@cafepress.com,21,client_project,Task progress impacted by scope creep,2023-09-02,2023-09-09,7,6,8,5,10,10,10,True,True
6613d8b0a0d874774390cdcc,6613cb9dfc13ae1a78aba2fc,2322898,eyockleylr@printfriendly.com,100,bau,Task requirements aligned with user needs,2023-10-21,2023-10-28,6,2,10,11,6,12,4,True,True
6613d8b0a0d874774390cdcd,6613cb9dfc13ae1a78aba2fd,2146455,nheading9y@sohu.com,76,sales_activity,Feeling overwhelmed by workload,2023-10-10,2023-10-17,11,1,2,10,6,4,5,False,True
6613d8b0a0d874774390cdce,6613cb9dfc13ae1a78aba2fe,6990873,kspeedingk4@tmall.com,68,client_project,Feeling satisfied with work environment,2024-04-05,2024-04-12,2,6,1,4,11,12,12,True,True
6613d8b0a0d874774390cdcf,6613cb9dfc13ae1a78aba2ff,2743689,dtwigley9b@mozilla.com,89,bau,Feeling motivated and productive,2023-07-07,2023-07-14,5,2,12,8,4,6,2,True,True
6613d8b0a0d874774390cdd0,6613cb9dfc13ae1a78aba300,1722669,gvernauqi@amazon.co.uk,70,sales_activity,Facing interruptions during work hours,2023-10-07,2023-10-14,10,9,6,10,2,10,12,False,True
6613d8b0a0d874774390cdd1,6613cb9dfc13ae1a78aba301,3862101,ltearleof@buzzfeed.com,34,client_project,Need to update project documentation,2023-07-16,2023-07-23,1,12,12,1,2,3,8,True,True
6613d8b0a0d874774390cdd2,6613cb9dfc13ae1a78aba302,2303415,psleichtk@boston.com,86,bau,Feeling supported by project manager,2023-09-22,2023-09-29,9,2,10,7,6,3,6,True,True
6613d8b0a0d874774390cdd3,6613cb9dfc13ae1a78aba303,3604126,jvreede52@google.ru,25,sales_activity,Feeling overwhelmed by workload,2023-06-15,2023-06-22,9,8,9,7,9,6,10,False,False
6613d8b0a0d874774390cdd4,6613cb9dfc13ae1a78aba304,4606306,eoloughlinbj@nifty.com,90,client_project,Need more resources to complete tasks,2023-05-16,2023-05-23,12,3,1,10,5,3,12,False,True
6613d8b0a0d874774390cdd5,6613cb9dfc13ae1a78aba305,7256390,csanton2t@fotki.com,8,bau,Feeling enthusiastic about project progress,2023-12-08,2023-12-15,2,10,2,1,4,10,1,True,False
6613d8b0a0d874774390cdd6,6613cb9dfc13ae1a78aba306,8477041,bfochnz@bloglines.com,84,sales_activity,Need to overcome procrastination habits,2023-05-05,2023-05-12,6,11,7,5,10,1,8,True,True
6613d8b0a0d874774390cdd7,6613cb9dfc13ae1a78aba307,3795594,coloshkin8h@ebay.co.uk,89,client_project,Task requirements evolving continuously,2023-11-17,2023-11-24,10,7,10,5,2,8,5,True,False
6613d8b0a0d874774390cdd8,6613cb9dfc13ae1a78aba308,4615355,dpeetdm@miibeian.gov.cn,74,bau,Feeling confident about meeting upcoming deadlines,2023-07-05,2023-07-12,7,11,5,2,8,1,11,False,True
6613d8b0a0d874774390cdd9,6613cb9dfc13ae1a78aba309,3864088,rdybell3y@shop-pro.jp,29,sales_activity,Feeling stressed about impending deadlines,2023-11-20,2023-11-27,2,5,9,3,4,9,1,False,True
6613d8b0a0d874774390cdda,6613cb9dfc13ae1a78aba30a,821358,mbalentyneef@columbia.edu,76,client_project,Task requirements not clearly defined,2023-10-05,2023-10-12,7,4,8,1,6,10,4,True,True
6613d8b0a0d874774390cddb,6613cb9dfc13ae1a78aba30b,9217866,nbelfitnv@washington.edu,73,bau,Need to improve focus during work hours,2023-06-28,2023-07-05,11,2,10,4,2,8,10,True,True
6613d8b0a0d874774390cddc,6613cb9dfc13ae1a78aba30c,7603126,placeynw@nyu.edu,33,sales_activity,Feeling supported by team members,2023-10-02,2023-10-09,12,11,5,10,7,11,3,False,True
6613d8b0a0d874774390cddd,6613cb9dfc13ae1a78aba30d,5637170,jorderb2@vkontakte.ru,92,client_project,Feeling frustrated with the workload,2023-04-08,2023-04-15,12,10,2,7,12,1,6,True,True
6613d8b0a0d874774390cdde,6613cb9dfc13ae1a78aba30e,2135599,bchilesh2@google.com.hk,82,bau,Need to adapt to changing market conditions,2024-01-05,2024-01-12,9,12,6,8,5,11,4,False,False
6613d8b0a0d874774390cddf,6613cb9dfc13ae1a78aba30f,6125276,mlettereseg1@mozilla.org,95,sales_activity,Task prioritization strategies working effectively,2023-12-31,2024-01-07,6,2,1,3,8,8,10,True,True
6613d8b0a0d874774390cde0,6613cb9dfc13ae1a78aba310,1431911,pmeffin3s@smh.com.au,17,client_project,Need to address technical debt accumulation,2024-01-01,2024-01-08,4,12,4,3,5,11,5,False,False
6613d8b0a0d874774390cde1,6613cb9dfc13ae1a78aba311,1977388,caspray80@china.com.cn,54,bau,Task requirements changed without notice,2023-10-23,2023-10-30,10,10,8,7,9,1,8,False,True
6613d8b0a0d874774390cde2,6613cb9dfc13ae1a78aba312,1843766,jtongech@businessinsider.com,24,sales_activity,Need feedback on work done so far,2023-07-09,2023-07-16,12,12,3,7,9,12,10,False,False
6613d8b0a0d874774390cde3,6613cb9dfc13ae1a78aba313,1586729,emillichapic@storify.com,24,client_project,Experiencing burnout from long hours,2023-12-04,2023-12-11,7,2,6,9,8,3,12,False,True
6613d8b0a0d874774390cde4,6613cb9dfc13ae1a78aba314,6805367,skennedyju@state.tx.us,22,bau,Feeling grateful for team collaboration,2023-07-01,2023-07-08,10,11,2,5,10,7,10,True,False
6613d8b0a0d874774390cde5,6613cb9dfc13ae1a78aba315,8285174,tundrillea@hexun.com,84,sales_activity,Feeling challenged by ambitious project goals,2023-04-30,2023-05-07,5,12,7,8,5,6,8,True,False
6613d8b0a0d874774390cde6,6613cb9dfc13ae1a78aba316,475155,kblakeborough5f@youku.com,96,client_project,Need to improve risk management practices,2024-01-26,2024-02-02,12,7,9,9,10,5,9,True,False
6613d8b0a0d874774390cde7,6613cb9dfc13ae1a78aba317,5759553,ativnanjt@pinterest.com,32,bau,Task dependencies causing delays,2024-02-25,2024-03-03,10,6,9,2,6,5,7,False,False
6613d8b0a0d874774390cde8,6613cb9dfc13ae1a78aba318,8072577,bdangeligu@yolasite.com,67,sales_activity,Need to align project goals with company objectives,2023-05-25,2023-06-01,1,4,8,9,10,2,8,False,True
6613d8b0a0d874774390cde9,6613cb9dfc13ae1a78aba319,3534968,zmaclisepb@earthlink.net,57,client_project,Need to reevaluate project priorities,2024-03-10,2024-03-17,5,5,10,9,8,8,9,False,False
6613d8b0a0d874774390cdea,6613cb9dfc13ae1a78aba31a,7899126,kbinfieldme@phoca.cz,84,bau,Task completed ahead of schedule,2023-08-17,2023-08-24,1,10,2,8,6,12,5,True,False
6613d8b0a0d874774390cdeb,6613cb9dfc13ae1a78aba31b,613367,cbecomo1@dell.com,85,sales_activity,Task scope changed midway through,2023-11-19,2023-11-26,2,12,10,4,3,8,9,True,False
6613d8b0a0d874774390cdec,6613cb9dfc13ae1a78aba31c,741288,bgounodpj@psu.edu,90,client_project,Need to enhance communication skills,2023-04-04,2023-04-11,9,7,3,10,12,11,1,False,False
6613d8b0a0d874774390cded,6613cb9dfc13ae1a78aba31d,8859800,clazonbyg@theguardian.com,56,bau,Facing distractions while working,2024-01-24,2024-01-31,5,5,1,5,12,1,3,False,True
6613d8b0a0d874774390cdee,6613cb9dfc13ae1a78aba31e,6128909,cstapyltonat@engadget.com,6,sales_activity,Need to improve delegation skills,2023-10-21,2023-10-28,11,8,9,2,6,3,6,True,True
6613d8b0a0d874774390cdef,6613cb9dfc13ae1a78aba31f,2749883,cwalworth5d@psu.edu,95,client_project,Task progress impacted by scope creep,2023-08-02,2023-08-09,4,9,4,11,3,9,2,True,True
6613d8b0a0d874774390cdf0,6613cb9dfc13ae1a78aba320,702323,volneynx@github.io,75,bau,Experiencing delays due to external factors,2024-01-09,2024-01-16,4,8,12,7,11,6,12,True,False
6613d8b0a0d874774390cdf1,6613cb9dfc13ae1a78aba321,5048981,jmaneylawspy@umich.edu,64,sales_activity,Task completed ahead of schedule,2023-10-23,2023-10-30,4,2,1,9,10,9,8,False,True
6613d8b0a0d874774390cdf2,6613cb9dfc13ae1a78aba322,7554665,bkittmannd@dyndns.org,18,client_project,Feeling motivated by project milestones,2024-01-14,2024-01-21,7,3,2,1,12,9,8,False,False
6613d8b0a0d874774390cdf3,6613cb9dfc13ae1a78aba323,4303313,ccollishawn3@phoca.cz,8,bau,Feeling overwhelmed by workload,2023-09-28,2023-10-05,10,7,5,4,7,2,12,True,False
6613d8b0a0d874774390cdf4,6613cb9dfc13ae1a78aba324,6363425,rdaniele2n@artisteer.com,42,sales_activity,Task progress impacted by scope creep,2023-11-17,2023-11-24,1,2,11,5,1,7,2,False,False
6613d8b0a0d874774390cdf5,6613cb9dfc13ae1a78aba325,6117917,acopsonrj@umich.edu,46,client_project,Feeling overwhelmed by workload,2024-03-19,2024-03-26,5,4,10,12,7,5,7,True,True
6613d8b0a0d874774390cdf6,6613cb9dfc13ae1a78aba326,5189564,lroddieio@narod.ru,44,bau,Need support from team members,2024-03-24,2024-03-31,12,11,6,10,2,9,8,True,True
6613d8b0a0d874774390cdf7,6613cb9dfc13ae1a78aba327,7304569,dchimienti87@github.com,1,sales_activity,Feeling motivated and productive,2023-07-30,2023-08-06,12,6,2,6,12,11,6,True,False
6613d8b0a0d874774390cdf8,6613cb9dfc13ae1a78aba328,1338832,volneynx@github.io,75,client_project,Feeling motivated by project milestones,2023-10-31,2023-11-07,11,12,11,5,8,4,9,False,False
6613d8b0a0d874774390cdf9,6613cb9dfc13ae1a78aba329,7955333,ddowsonm9@ycombinator.com,29,bau,Feeling frustrated with the workload,2023-04-28,2023-05-05,3,5,11,1,12,11,4,True,True
6613d8b0a0d874774390cdfa,6613cb9dfc13ae1a78aba32a,3083508,ldiantonio1@oaic.gov.au,38,sales_activity,Need to adapt to changing market conditions,2023-11-27,2023-12-04,12,9,2,8,9,1,8,True,False
6613d8b0a0d874774390cdfb,6613cb9dfc13ae1a78aba32b,9301572,wfilyashinon@abc.net.au,5,client_project,Feeling valued and appreciated by team,2024-02-01,2024-02-08,6,5,5,12,9,5,7,True,True
6613d8b0a0d874774390cdfc,6613cb9dfc13ae1a78aba32c,8639023,clazonbyg@theguardian.com,56,bau,Need to overcome procrastination habits,2023-09-18,2023-09-25,3,6,1,10,6,6,10,True,False
6613d8b0a0d874774390cdfd,6613cb9dfc13ae1a78aba32d,5591823,suzzellm@tinyurl.com,8,sales_activity,Experiencing creative block,2023-10-25,2023-11-01,8,10,11,12,1,5,3,True,True
6613d8b0a0d874774390cdfe,6613cb9dfc13ae1a78aba32e,3019964,dorodaneg0@istockphoto.com,50,client_project,Need to streamline workflow processes,2023-06-05,2023-06-12,2,1,5,11,6,7,6,True,True
6613d8b0a0d874774390cdff,6613cb9dfc13ae1a78aba32f,3253120,kosgarfn@homestead.com,65,bau,Task requirements aligned with user needs,2023-12-08,2023-12-15,3,7,9,4,1,2,12,False,True
6613d8b0a0d874774390ce00,6613cb9dfc13ae1a78aba330,1128570,rshawleyox@jiathis.com,40,sales_activity,Need to improve collaboration with cross-functional teams,2023-12-12,2023-12-19,12,9,5,10,12,7,1,True,False
6613d8b0a0d874774390ce01,6613cb9dfc13ae1a78aba331,5225167,mklempkea4@japanpost.jp,2,client_project,Meeting deadlines consistently,2024-01-21,2024-01-28,2,1,7,2,12,9,11,False,False
6613d8b0a0d874774390ce02,6613cb9dfc13ae1a78aba332,3055407,kericssonml@slate.com,35,bau,Facing pressure to deliver results under tight deadlines,2023-08-04,2023-08-11,6,2,9,7,9,9,3,True,False
6613d8b0a0d874774390ce03,6613cb9dfc13ae1a78aba333,4145897,jtatershallae@wunderground.com,28,sales_activity,Facing challenges with time tracking,2024-02-07,2024-02-14,4,12,1,11,10,9,7,False,False
6613d8b0a0d874774390ce04,6613cb9dfc13ae1a78aba334,8164792,hwiginib@addtoany.com,52,client_project,Working efficiently with time management techniques,2024-02-29,2024-03-07,1,1,6,9,11,5,9,False,False
6613d8b0a0d874774390ce05,6613cb9dfc13ae1a78aba335,9578541,ctullethc9@chicagotribune.com,49,bau,Feeling enthusiastic about project progress,2023-04-29,2023-05-06,12,11,7,3,2,2,5,False,False
6613d8b0a0d874774390ce06,6613cb9dfc13ae1a78aba336,4771393,clangstaffo4@indiatimes.com,59,sales_activity,Feeling enthusiastic about project progress,2024-02-02,2024-02-09,12,1,1,12,3,11,8,False,False
6613d8b0a0d874774390ce07,6613cb9dfc13ae1a78aba337,1665018,nbelfitnv@washington.edu,73,client_project,Task requirements not clearly defined,2023-05-25,2023-06-01,2,3,7,1,6,3,1,False,True
6613d8b0a0d874774390ce08,6613cb9dfc13ae1a78aba338,3271630,grawlingf0@reverbnation.com,71,bau,Facing challenges with time tracking,2023-07-04,2023-07-11,9,9,10,11,5,3,6,False,False
6613d8b0a0d874774390ce09,6613cb9dfc13ae1a78aba339,8129203,kedgerley90@dedecms.com,48,sales_activity,Feeling supported by project manager,2023-10-25,2023-11-01,11,5,3,11,2,11,8,False,False
6613d8b0a0d874774390ce0a,6613cb9dfc13ae1a78aba33a,5667844,tsmyth67@opensource.org,60,client_project,Need to improve conflict resolution skills,2023-11-16,2023-11-23,11,11,9,5,12,10,3,True,False
6613d8b0a0d874774390ce0b,6613cb9dfc13ae1a78aba33b,9773223,iartz8p@umn.edu,58,bau,Experiencing delays due to external factors,2023-04-30,2023-05-07,9,3,5,5,9,1,10,True,False
6613d8b0a0d874774390ce0c,6613cb9dfc13ae1a78aba33c,6450063,rluc1c@ning.com,67,sales_activity,Need to delegate tasks more effectively,2023-04-03,2023-04-10,7,11,10,7,8,4,7,False,False
6613d8b0a0d874774390ce0d,6613cb9dfc13ae1a78aba33d,9268847,sosirinl2@cdc.gov,6,client_project,Need to enhance cross-functional collaboration,2024-03-28,2024-04-04,8,1,12,7,6,1,5,True,False
6613d8b0a0d874774390ce0e,6613cb9dfc13ae1a78aba33e,4717155,msheara2o@tamu.edu,47,bau,Need to establish clearer project timelines,2023-08-17,2023-08-24,12,2,7,3,2,12,1,True,False
6613d8b0a0d874774390ce0f,6613cb9dfc13ae1a78aba33f,4408177,crothammr@disqus.com,75,sales_activity,Feeling inspired to innovate,2024-02-22,2024-02-29,2,9,2,1,10,5,1,True,False
6613d8b0a0d874774390ce10,6613cb9dfc13ae1a78aba340,2956066,gcoupman75@gmpg.org,84,client_project,Experiencing difficulty concentrating,2023-11-01,2023-11-08,8,7,1,2,2,3,1,True,True
6613d8b0a0d874774390ce11,6613cb9dfc13ae1a78aba341,1570477,ccollishawn3@phoca.cz,8,bau,Feeling confident about progress made,2023-04-14,2023-04-21,11,1,2,7,4,11,6,True,False
6613d8b0a0d874774390ce12,6613cb9dfc13ae1a78aba342,6264477,dtoffettopl@census.gov,16,sales_activity,Feeling stressed about impending deadlines,2024-03-05,2024-03-12,6,5,3,11,12,11,4,False,False
6613d8b0a0d874774390ce13,6613cb9dfc13ae1a78aba343,910262,vbirdwhistella5@webmd.com,19,client_project,Feeling enthusiastic about project progress,2023-09-11,2023-09-18,3,4,4,11,2,1,10,False,True
6613d8b0a0d874774390ce14,6613cb9dfc13ae1a78aba344,2319582,aattersolliw@shinystat.com,96,bau,Feeling motivated and productive,2024-02-28,2024-03-06,2,2,5,11,1,12,10,False,True
6613d8b0a0d874774390ce15,6613cb9dfc13ae1a78aba345,1275288,jvreede52@google.ru,25,sales_activity,Need support from team members,2023-07-23,2023-07-30,6,5,4,7,3,5,7,True,False
6613d8b0a0d874774390ce16,6613cb9dfc13ae1a78aba346,4900924,tparidge7w@furl.net,85,client_project,Working efficiently with time management techniques,2023-04-18,2023-04-25,9,10,2,1,3,12,4,True,True
6613d8b0a0d874774390ce17,6613cb9dfc13ae1a78aba347,3879849,tundrillea@hexun.com,84,bau,Need to improve feedback mechanisms,2024-01-30,2024-02-06,5,5,1,8,12,1,6,False,False
6613d8b0a0d874774390ce18,6613cb9dfc13ae1a78aba348,3900219,cdillintone91@yolasite.com,6,sales_activity,Struck between tasks,2023-10-15,2023-10-22,7,3,4,1,1,8,2,False,True
6613d8b0a0d874774390ce19,6613cb9dfc13ae1a78aba349,1304258,dswift4k@thetimes.co.uk,69,client_project,Experiencing delays due to external factors,2023-06-02,2023-06-09,2,2,8,10,5,10,5,False,True
6613d8b0a0d874774390ce1a,6613cb9dfc13ae1a78aba34a,2181827,mhawley8w@mozilla.com,58,bau,Facing challenges with time tracking,2023-09-24,2023-10-01,6,1,7,4,5,2,8,False,True
6613d8b0a0d874774390ce1b,6613cb9dfc13ae1a78aba34b,492334,kgreggersenne@wikipedia.org,47,sales_activity,Feeling accomplished after overcoming challenges,2023-11-10,2023-11-17,3,2,5,8,4,5,6,True,True
6613d8b0a0d874774390ce1c,6613cb9dfc13ae1a78aba34c,1889992,jcartyee@auda.org.au,73,client_project,Facing challenges with time tracking,2024-02-26,2024-03-04,4,11,4,7,9,3,4,True,True
6613d8b0a0d874774390ce1d,6613cb9dfc13ae1a78aba34d,1602144,mperrelliaj@businessinsider.com,99,bau,Need to address project dependencies,2023-09-25,2023-10-02,9,3,1,2,3,3,5,False,False
6613d8b0a0d874774390ce1e,6613cb9dfc13ae1a78aba34e,8982774,gpeek2y@bloomberg.com,69,sales_activity,Task prioritization strategies working effectively,2023-12-08,2023-12-15,6,8,11,12,11,11,5,False,False
6613d8b0a0d874774390ce1f,6613cb9dfc13ae1a78aba34f,9239937,jjaze4i@psu.edu,23,client_project,Task complexity higher than anticipated,2024-02-20,2024-02-27,4,10,8,9,4,2,11,False,False
6613d8b0a0d874774390ce20,6613cb9dfc13ae1a78aba350,9509881,fkearfordkd@sourceforge.net,40,bau,Task progress hindered by bureaucracy,2023-04-25,2023-05-02,11,6,5,7,6,5,9,True,True
6613d8b0a0d874774390ce21,6613cb9dfc13ae1a78aba351,5480263,fmateid0@angelfire.com,68,sales_activity,Need to delegate tasks more effectively,2024-02-20,2024-02-27,7,9,7,12,8,9,10,True,True
6613d8b0a0d874774390ce22,6613cb9dfc13ae1a78aba352,735928,jhuburnm0@auda.org.au,43,client_project,Feeling confident in problem-solving abilities,2023-04-03,2023-04-10,1,10,5,8,7,11,3,True,False
6613d8b0a0d874774390ce23,6613cb9dfc13ae1a78aba353,2195957,rdayereo@rediff.com,60,bau,Facing challenges due to changing requirements,2023-08-01,2023-08-08,3,1,12,8,12,10,11,True,True
6613d8b0a0d874774390ce24,6613cb9dfc13ae1a78aba354,7221533,mgilardi21@shop-pro.jp,45,sales_activity,Need to overcome procrastination habits,2024-02-18,2024-02-25,9,3,6,10,10,10,10,True,False
6613d8b0a0d874774390ce25,6613cb9dfc13ae1a78aba355,7722530,tclapph3@4shared.com,95,client_project,Feeling overwhelmed by workload,2023-04-13,2023-04-20,2,3,5,2,7,8,7,False,False
6613d8b0a0d874774390ce26,6613cb9dfc13ae1a78aba356,7402228,cvowellv@qq.com,13,bau,Need to improve collaboration with cross-functional teams,2023-07-08,2023-07-15,2,6,12,10,4,4,2,False,True
6613d8b0a0d874774390ce27,6613cb9dfc13ae1a78aba357,5225449,ssharp5q@photobucket.com,35,sales_activity,Need to seek advice from mentors,2023-11-29,2023-12-06,4,4,10,8,6,4,12,True,True
6613d8b0a0d874774390ce28,6613cb9dfc13ae1a78aba358,5232546,rbegganet@ebay.com,98,client_project,Not feeling good about the progress,2024-04-06,2024-04-13,5,7,3,8,8,3,1,True,False
6613d8b0a0d874774390ce29,6613cb9dfc13ae1a78aba359,9885998,mconaghyfx@gov.uk,40,bau,Facing distractions while working,2024-02-12,2024-02-19,6,6,1,12,1,5,11,False,False
6613d8b0a0d874774390ce2a,6613cb9dfc13ae1a78aba35a,527198,skynangx@tripadvisor.com,16,sales_activity,Feeling confident in problem-solving abilities,2023-12-07,2023-12-14,3,4,1,1,10,12,10,False,False
6613d8b0a0d874774390ce2b,6613cb9dfc13ae1a78aba35b,2117326,hstedallje@alibaba.com,98,client_project,Need to improve feedback mechanisms,2023-09-12,2023-09-19,7,10,10,7,8,12,12,True,True
