_id,id,UID,email,PID,activity,comments,start_period,end_period,mon,tue,wed,thur,fri,sat,sun,visible,flag
6613cd40c84216ece76b4884,660fd8bbfc13ae37b1ab8e5f,556988193,vphysica@lycos.com,23,sales_activity,Experiencing delays due to external factors,2024-02-03,2024-02-10,5,6,6,1,3,4,7,True,False
6613cd40c84216ece76b4885,660fd8bbfc13ae37b1ab8e60,530487527,kmeadowsb@flavors.me,31,client_project,Feeling optimistic about project outcomes,2024-03-01,2024-03-08,1,1,8,4,3,3,2,True,True
6613cd40c84216ece76b4886,660fd8bbfc13ae37b1ab8e61,792089189,rlemasneyc@dropbox.com,39,sales_activity,Task requirements evolving continuously,2024-02-07,2024-02-14,2,8,6,8,5,5,1,True,False
6613cd40c84216ece76b4887,660fd8bbfc13ae37b1ab8e62,3999975,mfiermand@wordpress.com,82,client_project,Facing pressure to deliver results under tight deadlines,2023-05-09,2023-05-16,7,8,5,7,8,8,4,True,False
6613cd40c84216ece76b4888,660fd8bbfc13ae37b1ab8e63,635152556,bpracye@wiley.com,76,sales_activity,Experiencing delays due to external dependencies,2024-01-31,2024-02-07,5,7,5,1,7,2,2,True,True
6613cd40c84216ece76b4889,660fd8bbfc13ae37b1ab8e64,290052594,mwhistlecroftf@weather.com,3,bau,Need clarification on project requirements,2023-07-09,2023-07-16,6,6,7,4,3,2,7,True,True
6613cd40c84216ece76b488a,660fd8bbfc13ae37b1ab8e65,817263275,clazonbyg@theguardian.com,56,sales_activity,Need to adapt to changing market conditions,2023-08-13,2023-08-20,2,2,5,4,2,1,7,True,True
6613cd40c84216ece76b488b,660fd8bbfc13ae37b1ab8e66,577451466,abezzanth@unc.edu,54,bau,Need to update project documentation,2023-05-07,2023-05-14,7,4,3,3,6,2,2,True,True
6613cd40c84216ece76b488c,660fd8bbfc13ae37b1ab8e67,395070816,cspinleyi@ebay.com,92,bau,Feeling stressed about impending deadlines,2024-03-15,2024-03-22,2,3,6,4,6,6,4,False,True
6613cd40c84216ece76b488d,660fd8bbfc13ae37b1ab8e68,670516369,pclinchj@amazon.co.uk,71,bau,Need more resources to complete tasks,2023-08-10,2023-08-17,7,8,3,1,1,3,2,True,False
6613cd40c84216ece76b488e,660fd8bbfc13ae37b1ab8e69,353284164,psleichtk@boston.com,86,bau,Facing difficulties coordinating with remote team members,2023-03-25,2023-04-01,5,7,1,4,5,8,8,True,False
6613cd40c84216ece76b488f,660fd8bbfc13ae37b1ab8e6a,381845295,elabordel@eventbrite.com,34,bau,Facing distractions while working,2023-07-19,2023-07-26,6,2,6,5,8,1,2,True,True
6613cd40c84216ece76b4890,660fd8bbfc13ae37b1ab8e6b,367927154,suzzellm@tinyurl.com,8,sales_activity,Need to update project documentation,2023-09-14,2023-09-21,1,4,4,1,7,3,4,True,False
6613cd40c84216ece76b4891,660fd8bbfc13ae37b1ab8e6c,573593098,cforesn@ebay.com,27,sales_activity,Feeling satisfied with work environment,2023-03-13,2023-03-20,5,7,1,3,3,6,6,True,True
6613cd40c84216ece76b4892,660fd8bbfc13ae37b1ab8e6d,287279070,cdiggeso@163.com,44,sales_activity,Need to enhance communication skills,2023-10-27,2023-11-03,4,1,8,8,4,5,3,False,False
6613cd40c84216ece76b4893,660fd8bbfc13ae37b1ab8e6e,858750732,kchadneyp@eventbrite.com,24,client_project,Need to streamline workflow processes,2023-08-13,2023-08-20,7,6,5,7,2,2,7,False,True
6613cd40c84216ece76b4894,660fd8bbfc13ae37b1ab8e6f,70179533,fdaddsq@reference.com,40,sales_activity,Experiencing burnout from long hours,2023-08-11,2023-08-18,8,6,8,2,2,7,3,False,False
6613cd40c84216ece76b4895,660fd8bbfc13ae37b1ab8e70,496594038,hcussonsr@discovery.com,35,client_project,Feeling stressed about impending deadlines,2023-08-11,2023-08-18,8,1,5,8,2,2,2,False,True
6613cd40c84216ece76b4896,660fd8bbfc13ae37b1ab8e71,662636463,kboobyers@vistaprint.com,73,client_project,Feeling supported by project manager,2023-03-01,2023-03-08,8,5,1,2,5,6,1,True,False
6613cd40c84216ece76b4897,660fd8bbfc13ae37b1ab8e72,315796931,agoodhayt@epa.gov,59,sales_activity,Need to adapt to changing market conditions,2024-02-01,2024-02-08,1,2,7,4,4,5,8,False,True
6613cd40c84216ece76b4898,660fd8bbfc13ae37b1ab8e73,700287571,ldumingosu@blogger.com,94,client_project,Feeling inspired to innovate,2023-03-14,2023-03-21,6,7,2,7,7,2,7,False,False
6613cd40c84216ece76b4899,660fd8bbfc13ae37b1ab8e74,873156035,cvowellv@qq.com,13,bau,Need better communication from project stakeholders,2023-02-02,2023-02-09,2,8,2,8,3,4,3,True,False
6613cd40c84216ece76b489a,660fd8bbfc13ae37b1ab8e75,649495194,eneumannw@skyrock.com,6,sales_activity,Experiencing technical issues with software tools,2023-09-03,2023-09-10,7,5,1,2,2,8,4,True,False
6613cd40c84216ece76b489b,660fd8bbfc13ae37b1ab8e76,894160434,jstrappx@tiny.cc,57,sales_activity,Feeling supported by project manager,2023-07-30,2023-08-06,4,7,5,1,5,4,3,True,False
6613cd40c84216ece76b489c,660fd8bbfc13ae37b1ab8e77,467450264,byabsleyy@mit.edu,52,bau,Feeling energized and productive,2024-04-18,2024-04-25,4,5,6,6,2,3,1,True,True
6613cd40c84216ece76b489d,660fd8bbfc13ae37b1ab8e78,498869098,msilvestonz@cafepress.com,22,sales_activity,Need to enhance communication skills,2023-05-12,2023-05-19,4,3,7,6,1,3,1,True,False
6613cd40c84216ece76b489e,660fd8bbfc13ae37b1ab8e79,757974892,hgisbey10@sphinn.com,18,sales_activity,Facing challenges due to changing requirements,2024-04-10,2024-04-17,4,8,6,7,2,1,5,True,False
6613cd40c84216ece76b489f,660fd8bbfc13ae37b1ab8e7a,397126934,blowder11@mashable.com,53,sales_activity,Facing challenges due to changing requirements,2023-12-02,2023-12-09,6,7,8,2,3,3,2,True,False
6613cd40c84216ece76b48a0,660fd8bbfc13ae37b1ab8e7b,216191095,ocallander12@sciencedaily.com,95,sales_activity,Task requirements not clearly defined,2023-09-21,2023-09-28,7,7,5,8,2,1,7,False,True
6613cd40c84216ece76b48a1,660fd8bbfc13ae37b1ab8e7c,622535619,bpudney13@webmd.com,27,sales_activity,Need to update project documentation,2023-06-18,2023-06-25,1,4,3,5,7,5,1,False,True
6613cd40c84216ece76b48a2,660fd8bbfc13ae37b1ab8e7d,629731421,vdyer14@umich.edu,71,sales_activity,Need to address project dependencies,2023-05-30,2023-06-06,4,2,5,5,7,2,5,True,True
6613cd40c84216ece76b48a3,660fd8bbfc13ae37b1ab8e7e,404878816,opirrie15@biglobe.ne.jp,11,sales_activity,Feeling accomplished after overcoming challenges,2023-08-28,2023-09-04,1,1,8,8,3,5,2,True,True
6613cd40c84216ece76b48a4,660fd8bbfc13ae37b1ab8e7f,689897751,aadamowitz16@hud.gov,49,sales_activity,Feeling accomplished after overcoming challenges,2023-01-29,2023-02-05,6,1,6,7,1,5,7,True,False
6613cd40c84216ece76b48a5,660fd8bcfc13ae37b1ab8e80,433555079,bbloxham17@tamu.edu,65,bau,Task requirements evolving continuously,2023-01-26,2023-02-02,5,2,4,1,6,1,2,True,True
6613cd40c84216ece76b48a6,660fd8bcfc13ae37b1ab8e81,389437195,wkenwin18@feedburner.com,39,sales_activity,Feeling satisfied with work-life balance,2023-03-31,2023-04-07,8,2,3,8,1,4,5,True,False
6613cd40c84216ece76b48a7,660fd8bcfc13ae37b1ab8e82,679942498,csmitherman19@sciencedaily.com,71,client_project,Feeling motivated and productive,2023-02-02,2023-02-09,6,7,1,7,2,8,1,True,True
6613cd40c84216ece76b48a8,660fd8bcfc13ae37b1ab8e83,531941589,ascotting1a@dailymail.co.uk,76,client_project,Need to reevaluate project priorities,2024-02-04,2024-02-11,5,3,7,4,3,4,7,False,True
6613cd40c84216ece76b48a9,660fd8bcfc13ae37b1ab8e84,555243296,ayankishin1b@goo.gl,34,client_project,Completed the task successfully,2023-05-21,2023-05-28,5,4,8,8,8,8,1,True,True
6613cd40c84216ece76b48aa,660fd8bcfc13ae37b1ab8e85,621596912,rluc1c@ning.com,67,bau,Feeling confident in project team's capabilities,2023-04-07,2023-04-14,5,3,2,7,6,5,7,False,True
6613cd40c84216ece76b48ab,660fd8bcfc13ae37b1ab8e86,543590640,kshearstone1d@skype.com,38,client_project,Experiencing difficulty concentrating,2023-07-09,2023-07-16,3,1,4,6,3,2,7,True,True
6613cd40c84216ece76b48ac,660fd8bcfc13ae37b1ab8e87,840520549,dsheehan1e@who.int,97,client_project,Feeling supported by project manager,2024-03-06,2024-03-13,2,8,2,5,6,3,5,True,False
6613cd40c84216ece76b48ad,660fd8bcfc13ae37b1ab8e88,824199787,swix1f@simplemachines.org,64,sales_activity,Feeling satisfied with progress made,2024-02-13,2024-02-20,5,8,5,2,7,1,3,True,True
6613cd40c84216ece76b48ae,660fd8bcfc13ae37b1ab8e89,898790031,lkuschek1g@imageshack.us,84,bau,Facing interruptions during work hours,2023-12-02,2023-12-09,1,7,5,1,3,4,3,True,True
6613cd40c84216ece76b48af,660fd8bcfc13ae37b1ab8e8a,299944111,skenaway1h@scribd.com,59,bau,Feeling proud of contributions to project,2023-02-21,2023-02-28,2,4,3,5,5,6,7,True,False
6613cd40c84216ece76b48b0,660fd8bcfc13ae37b1ab8e8b,296228793,kmanis1i@who.int,42,bau,Feeling supported by team members,2024-01-08,2024-01-15,5,6,5,7,2,4,7,True,True
6613cd40c84216ece76b48b1,660fd8bcfc13ae37b1ab8e8c,830068581,cmounsey1j@g.co,16,sales_activity,Need to streamline workflow processes,2023-10-27,2023-11-03,8,4,1,2,1,4,8,True,False
6613cd40c84216ece76b48b2,660fd8bcfc13ae37b1ab8e8d,171979075,nprime1k@livejournal.com,59,sales_activity,Experiencing delays due to external dependencies,2023-01-31,2023-02-07,5,1,5,2,4,2,2,True,False
6613cd40c84216ece76b48b3,660fd8bcfc13ae37b1ab8e8e,694319886,vakitt1l@gnu.org,18,client_project,Need to enhance communication skills,2023-03-27,2023-04-03,3,7,7,8,3,8,1,False,True
6613cd40c84216ece76b48b4,660fd8bcfc13ae37b1ab8e8f,286010870,adoe1m@wufoo.com,83,bau,Struggling to prioritize tasks effectively,2024-04-14,2024-04-21,2,1,8,2,4,5,7,True,True
6613cd40c84216ece76b48b5,660fd8bcfc13ae37b1ab8e90,190986519,ebrimley1n@unicef.org,87,bau,Need to address technical debt accumulation,2023-04-11,2023-04-18,4,6,3,2,1,2,7,True,False
6613cd40c84216ece76b48b6,660fd8bcfc13ae37b1ab8e91,554539107,dgaller1o@domainmarket.com,17,bau,Feeling empowered to make decisions,2023-04-16,2023-04-23,2,1,5,6,7,5,7,True,True
6613cd40c84216ece76b48b7,660fd8bcfc13ae37b1ab8e92,28024058,gomurtagh1p@posterous.com,25,client_project,Task requirements not clearly defined,2023-02-05,2023-02-12,3,2,2,8,3,1,4,False,True
6613cd40c84216ece76b48b8,660fd8bcfc13ae37b1ab8e93,613411979,damaya1q@indiatimes.com,79,sales_activity,Task complexity causing delays,2023-01-30,2023-02-06,7,5,5,3,8,3,2,True,True
6613cd40c84216ece76b48b9,660fd8bcfc13ae37b1ab8e94,506428261,ritzak1r@prnewswire.com,2,client_project,Need feedback on work done so far,2023-08-14,2023-08-21,2,7,6,3,6,6,2,False,True
6613cd40c84216ece76b48ba,660fd8bcfc13ae37b1ab8e95,710261756,mgurys1s@360.cn,75,client_project,Feeling accomplished after overcoming challenges,2023-07-02,2023-07-09,7,1,7,7,6,4,8,True,True
6613cd40c84216ece76b48bb,660fd8bcfc13ae37b1ab8e96,407915573,hyard1t@nsw.gov.au,65,bau,Need to improve focus during work hours,2023-03-08,2023-03-15,6,5,1,2,8,7,6,False,False
6613cd40c84216ece76b48bc,660fd8bcfc13ae37b1ab8e97,383820152,djaneway1u@cbc.ca,20,bau,Need to improve collaboration with cross-functional teams,2023-08-15,2023-08-22,8,4,3,7,3,2,5,True,False
6613cd40c84216ece76b48bd,660fd8bcfc13ae37b1ab8e98,67221193,dskaid1v@squarespace.com,46,bau,Need to address project dependencies,2023-10-24,2023-10-31,5,3,7,5,2,4,6,True,True
6613cd40c84216ece76b48be,660fd8bcfc13ae37b1ab8e99,230354342,wskells1w@friendfeed.com,46,client_project,Need to establish clearer project timelines,2023-05-17,2023-05-24,4,2,8,1,4,2,7,False,False
6613cd40c84216ece76b48bf,660fd8bcfc13ae37b1ab8e9a,90854788,khindrick1x@abc.net.au,16,sales_activity,Can't able to do within the time period,2023-11-19,2023-11-26,2,5,2,8,5,6,2,True,False
6613cd40c84216ece76b48c0,660fd8bcfc13ae37b1ab8e9b,706675556,nguidera1y@a8.net,66,bau,Struggling to prioritize tasks effectively,2024-02-09,2024-02-16,4,6,3,3,8,7,3,True,False
6613cd40c84216ece76b48c1,660fd8bcfc13ae37b1ab8e9c,808838194,sgaskall1z@technorati.com,81,client_project,Experiencing difficulty concentrating,2023-11-03,2023-11-10,4,6,1,7,5,1,6,False,True
6613cd40c84216ece76b48c2,660fd8bcfc13ae37b1ab8e9d,680412329,hducket20@guardian.co.uk,3,sales_activity,Task requirements aligned with user needs,2024-04-03,2024-04-10,5,6,7,6,2,8,8,False,True
6613cd40c84216ece76b48c3,660fd8bcfc13ae37b1ab8e9e,669420449,mgilardi21@shop-pro.jp,45,client_project,Feeling energized and productive,2023-11-19,2023-11-26,4,4,3,5,6,1,1,False,False
6613cd40c84216ece76b48c4,660fd8bcfc13ae37b1ab8e9f,429102460,khoppner22@cbsnews.com,60,sales_activity,Facing constraints due to resource limitations,2023-07-09,2023-07-16,4,1,8,1,5,5,3,False,False
6613cd40c84216ece76b48c5,660fd8bcfc13ae37b1ab8ea0,117267563,jwearing23@tamu.edu,24,client_project,Experiencing difficulty concentrating,2023-12-12,2023-12-19,3,2,1,2,5,3,6,True,True
6613cd40c84216ece76b48c6,660fd8bcfc13ae37b1ab8ea1,120483159,akillgus24@blog.com,67,client_project,Feeling accomplished after overcoming challenges,2023-05-03,2023-05-10,2,4,4,2,3,2,5,False,False
6613cd40c84216ece76b48c7,660fd8bcfc13ae37b1ab8ea2,769167635,astickings25@columbia.edu,60,bau,Need to improve delegation skills,2024-02-21,2024-02-28,1,2,5,5,5,4,6,False,True
6613cd40c84216ece76b48c8,660fd8bcfc13ae37b1ab8ea3,655904077,wdunkerley26@howstuffworks.com,81,client_project,Feeling frustrated with the workload,2023-07-25,2023-08-01,5,5,1,6,8,4,2,False,True
6613cd40c84216ece76b48c9,660fd8bcfc13ae37b1ab8ea4,505701586,bheinig27@rediff.com,90,bau,Need to update project documentation,2023-06-04,2023-06-11,5,2,2,2,3,4,1,True,True
6613cd40c84216ece76b48ca,660fd8bcfc13ae37b1ab8ea5,100434437,lringham28@yale.edu,84,sales_activity,Feeling satisfied with work environment,2023-08-22,2023-08-29,4,2,4,1,2,4,7,False,False
6613cd40c84216ece76b48cb,660fd8bcfc13ae37b1ab8ea6,408929177,kdesavery29@army.mil,54,client_project,Feeling confident in project team's capabilities,2023-08-20,2023-08-27,2,6,7,3,5,2,2,False,False
6613cd40c84216ece76b48cc,660fd8bcfc13ae37b1ab8ea7,858570421,sthonger2a@thetimes.co.uk,68,sales_activity,Feeling challenged by ambitious project goals,2023-07-11,2023-07-18,1,7,8,8,6,4,1,False,False
6613cd40c84216ece76b48cd,660fd8bcfc13ae37b1ab8ea8,316748354,idrillingcourt2b@opera.com,27,bau,Need additional training on certain tools,2024-01-01,2024-01-08,8,7,2,8,4,5,2,True,False
6613cd40c84216ece76b48ce,660fd8bcfc13ae37b1ab8ea9,789889908,gfaulkes2c@theglobeandmail.com,94,sales_activity,Need to address project risks proactively,2023-05-09,2023-05-16,2,7,5,7,8,7,1,True,True
6613cd40c84216ece76b48cf,660fd8bcfc13ae37b1ab8eaa,731196052,iperkin2d@free.fr,47,client_project,Need to improve time estimation skills,2023-08-03,2023-08-10,3,2,2,3,5,1,5,False,False
6613cd40c84216ece76b48d0,660fd8bcfc13ae37b1ab8eab,266720538,ttuckett2e@wiley.com,59,client_project,Need to reevaluate project priorities,2023-06-06,2023-06-13,8,2,7,1,6,4,6,False,True
6613cd40c84216ece76b48d1,660fd8bcfc13ae37b1ab8eac,218853243,mchapling2f@cam.ac.uk,29,bau,Feeling stressed about impending deadlines,2023-09-11,2023-09-18,6,4,1,5,6,1,5,True,True
6613cd40c84216ece76b48d2,660fd8bcfc13ae37b1ab8ead,488822845,sgiddy2g@fc2.com,9,sales_activity,Feeling motivated by project milestones,2023-02-09,2023-02-16,8,8,7,2,3,8,7,True,True
6613cd40c84216ece76b48d3,660fd8bcfc13ae37b1ab8eae,124707734,mloddon2h@cbslocal.com,30,bau,Facing distractions while working,2023-06-26,2023-07-03,8,5,8,7,2,7,1,False,True
6613cd40c84216ece76b48d4,660fd8bcfc13ae37b1ab8eaf,533303232,cmeffin2i@1und1.de,83,bau,Need to escalate issues to management,2023-11-25,2023-12-02,3,4,3,8,6,1,3,False,False
6613cd40c84216ece76b48d5,660fd8bcfc13ae37b1ab8eb0,653848358,wlosseljong2j@chronoengine.com,70,bau,Feeling supported by team members,2024-04-06,2024-04-13,1,3,8,5,4,6,5,True,False
6613cd40c84216ece76b48d6,660fd8bcfc13ae37b1ab8eb1,533211477,rscarrisbrick2k@sfgate.com,81,bau,Feeling empowered to make decisions,2023-07-09,2023-07-16,7,2,7,2,5,2,2,False,False
6613cd40c84216ece76b48d7,660fd8bcfc13ae37b1ab8eb2,868705865,tamos2l@parallels.com,1,sales_activity,Facing technical difficulties,2023-07-15,2023-07-22,3,2,8,8,6,1,1,False,False
6613cd40c84216ece76b48d8,660fd8bcfc13ae37b1ab8eb3,273939348,uolifard2m@studiopress.com,81,client_project,Facing constraints due to resource limitations,2023-08-22,2023-08-29,8,2,6,8,6,7,6,True,False
6613cd40c84216ece76b48d9,660fd8bcfc13ae37b1ab8eb4,21911277,rdaniele2n@artisteer.com,42,sales_activity,Need support from team members,2023-08-01,2023-08-08,5,3,8,5,3,2,5,False,False
6613cd40c84216ece76b48da,660fd8bcfc13ae37b1ab8eb5,186146533,msheara2o@tamu.edu,47,sales_activity,Feeling accomplished after completing tasks,2024-02-10,2024-02-17,4,3,2,7,3,3,1,True,False
6613cd40c84216ece76b48db,660fd8bcfc13ae37b1ab8eb6,219543484,cavrashin2p@fda.gov,61,client_project,Need assistance,2023-04-25,2023-05-02,1,7,6,2,4,8,7,True,False
6613cd40c84216ece76b48dc,660fd8bcfc13ae37b1ab8eb7,668518235,bplowright2q@oakley.com,21,client_project,Need feedback on work done so far,2023-02-25,2023-03-04,8,7,8,7,1,8,5,True,True
6613cd40c84216ece76b48dd,660fd8bcfc13ae37b1ab8eb8,440351352,yskeen2r@furl.net,31,bau,Experiencing difficulty concentrating,2023-12-31,2024-01-07,6,3,6,4,4,8,3,False,False
6613cd40c84216ece76b48de,660fd8bcfc13ae37b1ab8eb9,872053780,jmelly2s@ustream.tv,97,client_project,Need to enhance cross-functional collaboration,2023-12-11,2023-12-18,7,7,1,3,4,7,3,True,True
6613cd40c84216ece76b48df,660fd8bcfc13ae37b1ab8eba,63549699,csanton2t@fotki.com,8,sales_activity,Need support from team members,2023-04-14,2023-04-21,2,8,1,4,7,2,7,True,True
6613cd40c84216ece76b48e0,660fd8bcfc13ae37b1ab8ebb,809030213,cspriggs2u@dailymotion.com,98,client_project,Feeling grateful for team collaboration,2023-10-12,2023-10-19,6,7,2,8,2,2,8,False,False
6613cd40c84216ece76b48e1,660fd8bcfc13ae37b1ab8ebc,135686550,bnaden2v@usa.gov,30,bau,Feeling confident in project team's capabilities,2023-05-04,2023-05-11,1,8,1,7,2,8,8,True,False
6613cd40c84216ece76b48e2,660fd8bcfc13ae37b1ab8ebd,352243012,lrochford2w@nsw.gov.au,9,bau,Feeling challenged by ambitious project goals,2023-08-02,2023-08-09,5,4,5,2,3,4,1,False,False
6613cd40c84216ece76b48e3,660fd8bcfc13ae37b1ab8ebe,363108462,abiernat2x@tamu.edu,39,sales_activity,Need to enhance cross-functional collaboration,2024-03-28,2024-04-04,5,5,4,3,1,4,8,True,False
6613cd40c84216ece76b48e4,660fd8bcfc13ae37b1ab8ebf,781005599,gpeek2y@bloomberg.com,69,client_project,Facing challenges with client expectations,2023-10-14,2023-10-21,3,8,5,6,1,6,2,True,False
6613cd40c84216ece76b48e5,660fd8bcfc13ae37b1ab8ec0,895195586,nmilesap2z@unesco.org,48,sales_activity,Struck between tasks,2023-06-02,2023-06-09,1,2,6,5,5,4,1,False,False
6613cd40c84216ece76b48e6,660fd8bcfc13ae37b1ab8ec1,99362050,jamott30@webs.com,16,sales_activity,Feeling motivated and productive,2024-01-28,2024-02-04,2,5,5,3,7,4,1,False,True
6613cd40c84216ece76b48e7,660fd8bcfc13ae37b1ab8ec2,487375060,fmcnish31@hubpages.com,74,client_project,Task prioritization strategies working effectively,2023-02-22,2023-03-01,3,4,8,1,7,8,7,False,True
6613cd40c84216ece76b48e8,660fd8bcfc13ae37b1ab8ec3,188158069,cdowthwaite32@upenn.edu,81,sales_activity,Feeling empowered to make decisions,2024-02-09,2024-02-16,1,6,5,4,8,7,4,True,False
6613cd40c84216ece76b48e9,660fd8bcfc13ae37b1ab8ec4,637146677,gwithnall33@sphinn.com,34,bau,Feeling inspired to innovate,2023-04-18,2023-04-25,6,3,8,6,5,1,2,True,True
6613cd40c84216ece76b48ea,660fd8bcfc13ae37b1ab8ec5,851403235,tstowgill34@bloglines.com,25,client_project,Need to update project documentation,2023-03-02,2023-03-09,3,5,3,7,7,2,5,False,True
6613cd40c84216ece76b48eb,660fd8bcfc13ae37b1ab8ec6,99415243,ljannaway35@sina.com.cn,30,client_project,Feeling empowered to make decisions,2024-02-24,2024-03-02,6,4,8,6,4,7,2,False,False
6613cd40c84216ece76b48ec,660fd8bcfc13ae37b1ab8ec7,782606997,vcowthart36@techcrunch.com,69,client_project,Feeling confident in project team's capabilities,2023-12-25,2024-01-01,5,8,7,6,6,2,5,False,False
6613cd40c84216ece76b48ed,660fd8bcfc13ae37b1ab8ec8,9201866,srisbrough37@princeton.edu,51,sales_activity,Need to improve focus during work hours,2023-05-10,2023-05-17,7,3,3,3,7,2,6,False,False
6613cd40c84216ece76b48ee,660fd8bcfc13ae37b1ab8ec9,333220843,wmcinteer38@dell.com,80,client_project,Feeling enthusiastic about project progress,2023-02-03,2023-02-10,1,3,2,1,2,6,2,False,True
6613cd40c84216ece76b48ef,660fd8bcfc13ae37b1ab8eca,231448988,cbaldick39@discovery.com,60,bau,Need to adapt to changing market conditions,2024-03-31,2024-04-07,2,2,8,5,6,7,6,True,True
6613cd40c84216ece76b48f0,660fd8bcfc13ae37b1ab8ecb,353880336,cblaw3a@google.fr,5,bau,Need more resources to complete tasks,2023-10-20,2023-10-27,8,5,6,7,6,8,6,False,False
6613cd40c84216ece76b48f1,660fd8bcfc13ae37b1ab8ecc,786056624,ckabisch3b@purevolume.com,60,bau,Facing interruptions during work hours,2023-02-11,2023-02-18,3,6,7,2,6,7,7,False,True
6613cd40c84216ece76b48f2,660fd8bcfc13ae37b1ab8ecd,56586587,epentony3c@arizona.edu,81,client_project,Facing resistance to change from stakeholders,2023-12-14,2023-12-21,6,6,4,2,5,2,6,True,False
6613cd40c84216ece76b48f3,660fd8bcfc13ae37b1ab8ece,648234994,owesson3d@thetimes.co.uk,24,client_project,Experiencing delays due to external dependencies,2024-01-21,2024-01-28,1,3,1,7,1,1,5,True,True
6613cd40c84216ece76b48f4,660fd8bcfc13ae37b1ab8ecf,525349388,wlimon3e@hp.com,22,bau,Need to seek advice from mentors,2023-07-05,2023-07-12,6,6,5,7,3,7,4,True,False
6613cd40c84216ece76b48f5,660fd8bcfc13ae37b1ab8ed0,403952,pmatyushenko3f@washingtonpost.com,85,sales_activity,Need to improve feedback mechanisms,2024-03-12,2024-03-19,8,3,3,4,3,5,8,True,False
6613cd40c84216ece76b48f6,660fd8bcfc13ae37b1ab8ed1,851441452,amiltonwhite3g@weibo.com,52,sales_activity,Task complexity causing delays,2023-12-07,2023-12-14,1,7,7,7,5,1,4,False,False
6613cd40c84216ece76b48f7,660fd8bcfc13ae37b1ab8ed2,167837404,ebruna3h@bravesites.com,7,sales_activity,Facing difficulties coordinating with remote team members,2023-11-30,2023-12-07,7,4,3,7,2,6,1,False,True
6613cd40c84216ece76b48f8,660fd8bcfc13ae37b1ab8ed3,268832021,lpell3i@eventbrite.com,21,client_project,Facing distractions while working,2023-05-15,2023-05-22,1,1,7,1,4,1,5,True,False
6613cd40c84216ece76b48f9,660fd8bcfc13ae37b1ab8ed4,648691082,mluckcock3j@statcounter.com,63,bau,Enjoying working on current tasks,2024-04-16,2024-04-23,2,6,3,5,5,7,4,True,True
6613cd40c84216ece76b48fa,660fd8bcfc13ae37b1ab8ed5,885677942,rveel3k@dion.ne.jp,92,client_project,Experiencing creative block,2023-02-14,2023-02-21,4,2,4,1,5,1,1,False,False
6613cd40c84216ece76b48fb,660fd8bcfc13ae37b1ab8ed6,268004785,atees3l@bloglines.com,4,client_project,Feeling frustrated with the workload,2024-01-06,2024-01-13,7,7,5,3,2,5,1,False,False
6613cd40c84216ece76b48fc,660fd8bcfc13ae37b1ab8ed7,503716551,rmckeever3m@nih.gov,29,sales_activity,Facing difficulties managing multiple projects,2023-05-02,2023-05-09,5,5,8,8,1,5,8,True,False
6613cd40c84216ece76b48fd,660fd8bcfc13ae37b1ab8ed8,545354965,rcracker3n@t-online.de,62,client_project,Experiencing delays due to external dependencies,2023-07-28,2023-08-04,7,7,4,1,3,4,4,False,False
