_id,id,email,role,q1,q2,q3,q4,q5,q6,comments
661502583f3bd7f6793cdfab,6614effdfc13ae3872ab8b09,maskewo3@shutterfly.com,software_developper,3,5,3,2,4,1,Experiencing burnout due to long hours.
661502583f3bd7f6793cdfac,6614effdfc13ae3872ab8b0a,lfraschettibz@bloomberg.com,software_developper,2,4,3,3,2,4,Feeling unsupported in addressing project conflicts and disagreements.
661502583f3bd7f6793cdfad,6614effdfc13ae3872ab8b0b,rlemasneyc@dropbox.com,consultant,5,5,2,5,4,4,Suggestions for enhancing team communication.
661502583f3bd7f6793cdfae,6614effdfc13ae3872ab8b0c,gomurtagh1p@posterous.com,consultant,1,5,1,1,3,3,Concerns about the team's ability to innovate in project solutions.
661502583f3bd7f6793cdfaf,6614effdfc13ae3872ab8b0d,cbeneq8@sourceforge.net,software_developper,2,5,3,3,4,5,Experiencing difficulties in managing multiple projects.
661502583f3bd7f6793cdfb0,6614effdfc13ae3872ab8b0e,tmilvarnie7h@printfriendly.com,software_developper,4,5,2,2,1,3,Concerns about the team's cohesion and morale.
661502583f3bd7f6793cdfb1,6614effdfc13ae3872ab8b0f,skornilyevqh@ebay.co.uk,software_developper,2,4,4,5,3,5,Feeling stressed due to conflicting project priorities.
661502583f3bd7f6793cdfb2,6614effdfc13ae3872ab8b10,jperellmd@nsw.gov.au,consultant,1,2,1,4,1,4,Struggling with feedback from project stakeholders.
661502583f3bd7f6793cdfb3,6614effdfc13ae3872ab8b11,croskrugeo7@oracle.com,consultant,4,3,2,1,3,4,Need clarification on the project requirements.
661502583f3bd7f6793cdfb4,6614effdfc13ae3872ab8b12,lclarricoateshq@tinypic.com,consultant,3,4,3,1,2,2,Concerns about the project's impact on organizational resources and priorities.
661502583f3bd7f6793cdfb5,6614effdfc13ae3872ab8b13,acomiskey8j@desdev.cn,tribe_master,3,1,3,3,1,2,Struggling with maintaining project team motivation and engagement.
661502583f3bd7f6793cdfb6,6614effdfc13ae3872ab8b14,rrobberechtcd@sakura.ne.jp,software_developper,3,1,4,4,1,2,Feeling overwhelmed by the number of project deliverables.
661502583f3bd7f6793cdfb7,6614effdfc13ae3872ab8b15,lludgate5n@facebook.com,software_developper,4,3,2,3,1,3,Need assistance in managing project dependencies and critical paths.
661502583f3bd7f6793cdfb8,6614effdfc13ae3872ab8b16,pmurford6j@marriott.com,software_developper,1,3,3,4,2,2,Struggling with maintaining project alignment with strategic goals and objectives.
661502583f3bd7f6793cdfb9,6614effdfc13ae3872ab8b17,wcrommettp1@so-net.ne.jp,intern,3,2,3,3,5,5,Need assistance in managing stakeholder expectations effectively.
661502583f3bd7f6793cdfba,6614effdfc13ae3872ab8b18,pnazaretj4@acquirethisname.com,intern,5,3,1,2,4,4,Feeling overwhelmed with the workload.
661502583f3bd7f6793cdfbb,6614effdfc13ae3872ab8b19,bgloyensko@wordpress.org,consultant,1,5,4,5,1,2,Experiencing difficulties in managing project constraints.
661502583f3bd7f6793cdfbc,6614effdfc13ae3872ab8b1a,mbaunu@theguardian.com,software_developper,3,1,5,3,3,4,Feeling isolated while working remotely.
661502583f3bd7f6793cdfbd,6614effdfc13ae3872ab8b1b,dswift4k@thetimes.co.uk,software_developper,2,5,1,2,5,5,Need support in managing project constraints and limitations.
661502583f3bd7f6793cdfbe,6614effdfc13ae3872ab8b1c,ddartnellh7@mayoclinic.com,tribe_master,4,2,5,4,4,2,Need support in improving my technical skills.
661502583f3bd7f6793cdfbf,6614effdfc13ae3872ab8b1d,tchuterol@imageshack.us,software_developper,3,4,2,5,4,1,Concerns about the team's ability to meet project deadlines.
661502583f3bd7f6793cdfc0,6614effdfc13ae3872ab8b1e,rkinneyb8@fastcompany.com,software_developper,2,2,4,3,2,4,Struggling with maintaining project momentum during resource constraints.
661502583f3bd7f6793cdfc1,6614effdfc13ae3872ab8b1f,gwheblejo@fema.gov,tribe_master,1,3,4,5,1,1,Feeling overwhelmed by the complexity of project interdependencies.
661502583f3bd7f6793cdfc2,6614effdfc13ae3872ab8b20,ebanckms@google.com,software_developper,4,3,4,1,4,4,Concerns about the team's ability to deliver project outcomes.
661502583f3bd7f6793cdfc3,6614effdfc13ae3872ab8b21,shodgonj1@amazon.co.uk,software_developper,5,2,1,1,2,5,Seeking guidance on managing project schedules and deadlines.
661502583f3bd7f6793cdfc4,6614effdfc13ae3872ab8b22,mreadings4y@independent.co.uk,consultant,3,4,2,5,3,5,Struggling with maintaining project momentum during changes and disruptions.
661502583f3bd7f6793cdfc5,6614effdfc13ae3872ab8b23,awalecl@wunderground.com,tribe_master,5,2,2,4,1,2,Seeking guidance on managing project schedules and deadlines effectively.
661502583f3bd7f6793cdfc6,6614effdfc13ae3872ab8b24,rdenorefq@cafepress.com,software_developper,4,2,2,1,5,2,Concerns about the project's impact on team members' workload and well-being.
661502583f3bd7f6793cdfc7,6614effdfc13ae3872ab8b25,cdymondij@feedburner.com,consultant,4,2,3,3,5,3,Suggestions for improving project planning processes.
661502583f3bd7f6793cdfc8,6614effdfc13ae3872ab8b26,ahullyerg5@purevolume.com,tribe_master,3,2,3,1,4,3,Concerns about the team's adherence to project timelines.
661502583f3bd7f6793cdfc9,6614effdfc13ae3872ab8b27,dpickaverf2@parallels.com,software_developper,4,5,5,3,2,5,Feeling overwhelmed by the pace of work.
661502583f3bd7f6793cdfca,6614effdfc13ae3872ab8b28,vminterjx@state.gov,consultant,3,3,4,2,4,4,Need support in managing stakeholder relationships.
661502583f3bd7f6793cdfcb,6614effdfc13ae3872ab8b29,chulkesdx@fema.gov,software_developper,1,3,3,5,3,2,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793cdfcc,6614effdfc13ae3872ab8b2a,suzzellm@tinyurl.com,software_developper,4,1,3,4,2,5,Need assistance in managing project scope changes and creep effectively.
661502583f3bd7f6793cdfcd,6614effdfc13ae3872ab8b2b,ddelaprellehp@flavors.me,consultant,3,2,3,4,3,2,Seeking mentorship from senior colleagues.
661502583f3bd7f6793cdfce,6614effdfc13ae3872ab8b2c,rdaniele2n@artisteer.com,consultant,3,1,1,2,2,2,Feeling unsupported in addressing team members' concerns.
661502583f3bd7f6793cdfcf,6614effdfc13ae3872ab8b2d,imolianp8@uiuc.edu,software_developper,1,4,5,5,2,2,Experiencing difficulties in managing remote team members.
661502583f3bd7f6793cdfd0,6614effdfc13ae3872ab8b2e,opirrie15@biglobe.ne.jp,software_developper,3,4,1,4,2,4,Seeking guidance on managing project budgets and resources.
661502583f3bd7f6793cdfd1,6614effdfc13ae3872ab8b2f,elabordel@eventbrite.com,software_developper,4,3,5,1,4,5,Experiencing difficulties in managing project risks and uncertainties.
661502583f3bd7f6793cdfd2,6614effdfc13ae3872ab8b30,epender5u@noaa.gov,consultant,5,1,5,2,5,1,I need to have a personal session regarding my feedback.
661502583f3bd7f6793cdfd3,6614effdfc13ae3872ab8b31,ayankishin1b@goo.gl,tribe_master,1,1,3,1,4,5,Suggestions for improving team bonding activities.
661502583f3bd7f6793cdfd4,6614effdfc13ae3872ab8b32,cbevens51@godaddy.com,consultant,1,3,3,2,3,2,Struggling with maintaining project stakeholder relationships.
661502583f3bd7f6793cdfd5,6614effdfc13ae3872ab8b33,mchattington7@phoca.cz,consultant,2,5,1,1,4,4,Seeking advice on managing project constraints and limitations.
661502583f3bd7f6793cdfd6,6614effdfc13ae3872ab8b34,ciannittilw@irs.gov,software_developper,3,5,1,2,5,2,Struggling with maintaining project transparency and accountability.
661502583f3bd7f6793cdfd7,6614effdfc13ae3872ab8b35,vbowerman5t@netvibes.com,consultant,2,5,4,3,5,1,Struggling with maintaining project team motivation and morale.
661502583f3bd7f6793cdfd8,6614effdfc13ae3872ab8b36,fstaniforthh1@examiner.com,software_developper,2,3,1,3,1,2,Concerns about the team's ability to adapt to evolving project requirements.
661502583f3bd7f6793cdfd9,6614effdfc13ae3872ab8b37,landreinikq@ezinearticles.com,software_developper,5,5,5,4,4,4,Struggling with maintaining project momentum during changes and disruptions.
661502583f3bd7f6793cdfda,6614effdfc13ae3872ab8b38,afairbrothergf@omniture.com,software_developper,3,4,3,3,2,1,Feeling unsupported in addressing project conflicts and disagreements effectively.
661502583f3bd7f6793cdfdb,6614effdfc13ae3872ab8b39,tblaxallkh@ehow.com,software_developper,1,5,2,4,2,2,Concerns about the team's ability to meet project deadlines.
661502583f3bd7f6793cdfdc,6614effdfc13ae3872ab8b3a,emclelland6w@addthis.com,consultant,1,1,5,1,5,3,Concerns about the project's communication and collaboration practices.
661502583f3bd7f6793cdfdd,6614effdfc13ae3872ab8b3b,hmarryattou@microsoft.com,software_developper,3,2,3,3,4,3,Concerns about the project's alignment with strategic initiatives and goals.
661502583f3bd7f6793cdfde,6614effdfc13ae3872ab8b3c,ieckhm8@moonfruit.com,software_developper,1,2,2,2,5,2,Concerns about the project's risks and mitigation strategies.
661502583f3bd7f6793cdfdf,6614effdfc13ae3872ab8b3d,bbloxham17@tamu.edu,intern,2,1,4,3,2,3,Seeking opportunities for cross-functional collaboration.
661502583f3bd7f6793cdfe0,6614effdfc13ae3872ab8b3e,bcaretri@discovery.com,software_developper,1,5,4,3,5,3,Feeling overwhelmed by the complexity of project interdependencies.
661502583f3bd7f6793cdfe1,6614effdfc13ae3872ab8b3f,cbaribalmb@bandcamp.com,software_developper,5,3,3,5,3,4,Concerns about the project's alignment with strategic initiatives and goals.
661502583f3bd7f6793cdfe2,6614effdfc13ae3872ab8b40,mtaplowpo@cbc.ca,software_developper,1,1,5,5,3,5,Suggestions for enhancing team communication.
661502583f3bd7f6793cdfe3,6614effdfc13ae3872ab8b41,dskaid1v@squarespace.com,tribe_master,2,3,1,4,3,3,Seeking advice on managing project priorities and trade-offs.
661502583f3bd7f6793cdfe4,6614effdfc13ae3872ab8b42,taimerk8@wikispaces.com,software_developper,1,2,3,5,3,4,Need support in managing project constraints and limitations.
661502583f3bd7f6793cdfe5,6614effdfc13ae3872ab8b43,kellphcw@discuz.net,intern,2,1,3,4,1,3,Need support in managing project risks and uncertainties proactively.
661502583f3bd7f6793cdfe6,6614effdfc13ae3872ab8b44,lboffinp4@storify.com,consultant,1,1,1,1,3,4,Concerns about the team's alignment with project objectives.
661502583f3bd7f6793cdfe7,6614effdfc13ae3872ab8b45,vcowthart36@techcrunch.com,software_developper,5,5,2,4,1,3,Feeling overwhelmed by the number of project meetings.
661502583f3bd7f6793cdfe8,6614effdfc13ae3872ab8b46,cbodell6t@yelp.com,tribe_master,4,4,3,3,2,4,Concerns about the project's alignment with organizational priorities.
661502583f3bd7f6793cdfe9,6614effdfc13ae3872ab8b47,dcornils8t@constantcontact.com,software_developper,4,4,3,5,5,3,Concerns about the team's ability to innovate in project solutions.
661502583f3bd7f6793cdfea,6614effdfc13ae3872ab8b48,kmatignonp2@nbcnews.com,software_developper,3,5,1,5,2,4,Feeling overwhelmed by the project's demands and expectations.
661502583f3bd7f6793cdfeb,6614effdfc13ae3872ab8b49,tofield74@taobao.com,software_developper,2,1,2,5,5,1,Concerns about the team's resistance to change.
661502583f3bd7f6793cdfec,6614effdfc13ae3872ab8b4a,erawcliffekj@walmart.com,consultant,4,1,5,1,2,4,Seeking advice on managing project constraints and limitations effectively.
661502583f3bd7f6793cdfed,6614effdfc13ae3872ab8b4b,kriolfo9i@sbwire.com,consultant,1,3,4,3,5,4,Experiencing difficulties in managing project risks and uncertainties.
661502583f3bd7f6793cdfee,6614effdfc13ae3872ab8b4c,bmanharebk@alexa.com,consultant,5,2,1,5,2,5,Need clarification on the project requirements.
661502583f3bd7f6793cdfef,6614effdfc13ae3872ab8b4d,icardusm1@myspace.com,consultant,5,2,1,2,4,3,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793cdff0,6614effdfc13ae3872ab8b4e,jartermc@google.com.br,software_developper,2,3,4,4,1,4,Need clarification on the project requirements.
661502583f3bd7f6793cdff1,6614effdfc13ae3872ab8b4f,rmurrellspx@mit.edu,software_developper,3,2,3,1,5,3,Need support in managing project risks proactively.
661502583f3bd7f6793cdff2,6614effdfc13ae3872ab8b50,xgoodfellowe54@msu.edu,software_developper,5,5,5,1,3,3,Need assistance in managing project dependencies and critical paths.
661502583f3bd7f6793cdff3,6614effdfc13ae3872ab8b51,bmonnoyermw@dagondesign.com,tribe_master,5,5,4,2,3,5,Struggling with maintaining project transparency and accountability.
661502583f3bd7f6793cdff4,6614effdfc13ae3872ab8b52,tburehillb5@unesco.org,tribe_master,1,2,2,2,5,1,Feeling stressed due to conflicting priorities from different projects.
661502583f3bd7f6793cdff5,6614effdfc13ae3872ab8b53,nprime1k@livejournal.com,software_developper,5,3,1,5,4,4,Facing conflicts within the team.
661502583f3bd7f6793cdff6,6614effdfc13ae3872ab8b54,vcowthart36@techcrunch.com,software_developper,1,1,5,4,4,1,Concerns about the team's communication gaps.
661502583f3bd7f6793cdff7,6614effdfc13ae3872ab8b55,ksimakovb9@sbwire.com,tribe_master,1,3,1,5,1,5,Feeling frustrated with the project's lack of progress and direction.
661502583f3bd7f6793cdff8,6614effdfc13ae3872ab8b56,vcowthart36@techcrunch.com,software_developper,3,2,2,3,3,3,Concerns about the team's cohesion and morale.
661502583f3bd7f6793cdff9,6614effdfc13ae3872ab8b57,fhemphillod@stanford.edu,software_developper,5,1,5,3,1,4,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793cdffa,6614effdfc13ae3872ab8b58,gbrobak95@example.com,software_developper,2,1,1,1,5,3,Concerns about the project's alignment with organizational priorities.
661502583f3bd7f6793cdffb,6614effdfc13ae3872ab8b59,sfarmern2@mashable.com,intern,3,5,1,1,1,4,Seeking advice on managing project expectations and scope.
661502583f3bd7f6793cdffc,6614effdfc13ae3872ab8b5a,emerrell7q@nbcnews.com,software_developper,1,4,4,5,1,2,Concerns about the team's ability to meet project milestones.
661502583f3bd7f6793cdffd,6614effdfc13ae3872ab8b5b,nfedorchenkoqs@chron.com,intern,2,4,4,5,1,2,Feeling unsupported in addressing team challenges.
661502583f3bd7f6793cdffe,6614effdfc13ae3872ab8b5c,ytolhurstf8@tumblr.com,consultant,2,2,5,3,2,5,Experiencing difficulties in managing project dependencies and interdependencies.
661502583f3bd7f6793cdfff,6614effdfc13ae3872ab8b5d,froylbu@dell.com,consultant,1,2,1,2,4,1,Experiencing difficulties in managing project dependencies and interdependencies.
661502583f3bd7f6793ce000,6614effdfc13ae3872ab8b5e,bnicollsnf@tmall.com,consultant,1,4,4,4,2,2,Concerns about the impact of external factors on project timelines.
661502583f3bd7f6793ce001,6614effdfc13ae3872ab8b5f,dmacaleeserm@cyberchimps.com,intern,1,4,1,3,2,2,Seeking advice on improving team collaboration in virtual environments.
661502583f3bd7f6793ce002,6614effdfc13ae3872ab8b60,hhallases@usnews.com,tribe_master,5,4,1,3,3,3,Seeking opportunities for professional growth and development.
661502583f3bd7f6793ce003,6614effdfc13ae3872ab8b61,ckennlerd4@moonfruit.com,software_developper,2,4,2,3,4,4,Concerns about the team's lack of alignment with project milestones.
661502583f3bd7f6793ce004,6614effdfc13ae3872ab8b62,dwesterno8@google.ca,software_developper,5,5,5,5,1,2,Feeling overwhelmed by the project's workload and demands.
661502583f3bd7f6793ce005,6614effdfc13ae3872ab8b63,tbrabonfi@instagram.com,consultant,2,5,2,4,3,5,Need support in managing project risks proactively.
661502583f3bd7f6793ce006,6614effdfc13ae3872ab8b64,mcasacciag8@google.co.jp,tribe_master,5,2,4,5,2,5,Feeling stressed due to the project's impact on team dynamics and morale.
661502583f3bd7f6793ce007,6614effdfc13ae3872ab8b65,sclaxsonhw@bravesites.com,software_developper,4,3,5,4,5,2,Need support in managing project dependencies effectively.
661502583f3bd7f6793ce008,6614effdfc13ae3872ab8b66,emerrell7q@nbcnews.com,software_developper,4,1,3,1,1,4,Need assistance in managing project scope changes and creep effectively.
661502583f3bd7f6793ce009,6614effdfc13ae3872ab8b67,sbirchillr4@hc360.com,consultant,5,5,1,4,3,1,Concerns about the team's alignment with project objectives.
661502583f3bd7f6793ce00a,6614effdfc13ae3872ab8b68,lguerria9@friendfeed.com,consultant,5,3,4,1,2,4,Struggling with maintaining project stakeholder relationships.
661502583f3bd7f6793ce00b,6614effdfc13ae3872ab8b69,lcregeenqu@cargocollective.com,consultant,5,3,1,5,4,3,Feeling unsupported in addressing project conflicts and disagreements.
661502583f3bd7f6793ce00c,6614effdfc13ae3872ab8b6a,kmeadowsb@flavors.me,software_developper,5,4,3,5,5,5,Feeling unsupported in addressing team challenges.
661502583f3bd7f6793ce00d,6614effdfc13ae3872ab8b6b,cboramo5@multiply.com,software_developper,4,3,1,4,1,3,Struggling with conflicting project objectives.
661502583f3bd7f6793ce00e,6614effdfc13ae3872ab8b6c,rdowgp@aol.com,software_developper,3,3,4,5,3,2,Feeling unsupported in addressing team members' concerns.
